chrom	start	end	boundary_span	jaspar_score	strand	FDR	DETECTION_SCALE	seq_id	background_index	exp_id	orientation	flank_bp	spacer_bp
chr2	85725946	85725965	85720000-85730000	929.0	+	0.0479419721291782	2.111212657236631	725	4	6725	<>	30	60
chr11	33170702	33170721	33170000-33180000	875.0	+	0.0479188377308542	2.111212657236631	726	4	6726	<>	30	60
chr11	33293308	33293327	33290000-33300000	802.0	+	0.0479188377308542	2.111212657236631	727	4	6727	<>	30	60
chr11	33176741	33176760	33170000-33180000	869.0	+	0.0479188377308542	2.111212657236631	728	4	6728	<>	30	60
chr11	33295621	33295640	33290000-33300000	925.0	-	0.0479188377308542	2.111212657236631	729	4	6729	<>	30	60
chr11	115277165	115277184	115270000-115280000	808.0	+	0.0478965366674467	2.111212657236631	730	4	6730	<>	30	60
chr11	115275189	115275208	115270000-115280000	800.0	+	0.0478965366674467	2.111212657236631	731	4	6731	<>	30	60
chr11	115192149	115192168	115190000-115200000	802.0	-	0.0478965366674467	2.111212657236631	732	4	6732	<>	30	60
chr11	115192475	115192494	115190000-115200000	818.0	+	0.0478965366674467	2.111212657236631	733	4	6733	<>	30	60
chr11	115198055	115198074	115190000-115200000	812.0	-	0.0478965366674467	2.111212657236631	734	4	6734	<>	30	60
chr11	115270676	115270695	115270000-115280000	921.0	-	0.0478965366674467	2.111212657236631	735	4	6735	<>	30	60
chr17	42782330	42782349	42780000-42790000	873.0	-	0.0478908872247825	2.599207668339954	736	4	6736	<>	30	60
chr15	31305432	31305451	31300000-31310000	870.0	+	0.0478693547473352	3.6758347359905126	737	4	6737	<>	30	60
chr15	31306627	31306646	31300000-31310000	812.0	-	0.0478693547473352	3.6758347359905126	738	4	6738	<>	30	60
chr15	31309696	31309715	31300000-31310000	942.0	+	0.0478693547473352	3.6758347359905126	739	4	6739	<>	30	60
chr15	31305312	31305331	31300000-31310000	808.0	+	0.0478693547473352	3.6758347359905126	740	4	6740	<>	30	60
chr15	32751460	32751479	32750000-32760000	814.0	+	0.0478693547473352	3.6758347359905126	741	4	6741	<>	30	60
chr1	9090244	9090263	9090000-9100000	809.0	+	0.0478521106399685	2.111212657236631	742	4	6742	<>	30	60
chr1	175053506	175053525	175050000-175060000	846.0	+	0.0478430010576066	2.111212657236631	743	4	6743	<>	30	60
chr1	175054384	175054403	175050000-175060000	833.0	-	0.0478430010576066	2.111212657236631	744	4	6744	<>	30	60
chr16	22267506	22267525	22260000-22270000	883.0	+	0.047824366372422	2.111212657236631	745	4	6745	<>	30	60
chr16	22265346	22265365	22260000-22270000	800.0	+	0.047824366372422	2.111212657236631	746	4	6746	<>	30	60
chr16	23100253	23100272	23100000-23110000	806.0	+	0.047824366372422	2.111212657236631	747	4	6747	<>	30	60
chr12	71768612	71768631	71760000-71770000	921.0	+	0.0478048650257566	2.111212657236631	748	4	6748	<>	30	60
chr12	71763370	71763389	71760000-71770000	877.0	-	0.0478048650257566	2.111212657236631	749	4	6749	<>	30	60
chr17	17394536	17394555	17390000-17400000	957.0	+	0.0477761517432181	2.111212657236631	750	4	6750	<>	30	60
chr17	17390803	17390822	17390000-17400000	817.0	+	0.0477761517432181	2.111212657236631	751	4	6751	<>	30	60
chr17	17393175	17393194	17390000-17400000	921.0	+	0.0477761517432181	2.111212657236631	752	4	6752	<>	30	60
chr17	17393489	17393508	17390000-17400000	809.0	+	0.0477761517432181	2.111212657236631	753	4	6753	<>	30	60
chr3	111069320	111069339	111060000-111070000	852.0	-	0.0477296738668799	2.111212657236631	754	4	6754	<>	30	60
chr3	110392145	110392164	110390000-110400000	832.0	+	0.0477296738668799	2.111212657236631	755	4	6755	<>	30	60
chr3	110394556	110394575	110390000-110400000	819.0	-	0.0477296738668799	2.111212657236631	756	4	6756	<>	30	60
chr14	57619661	57619680	57610000-57620000	900.0	-	0.0476955072718801	3.2	757	4	6757	<>	30	60
chr14	56926213	56926232	56920000-56930000	834.0	-	0.0476955072718801	3.2	758	4	6758	<>	30	60
chr14	57611260	57611279	57610000-57620000	806.0	-	0.0476955072718801	3.2	759	4	6759	<>	30	60
chr9	65603909	65603928	65600000-65610000	930.0	+	0.0476899596661596	2.111212657236631	760	4	6760	<>	30	60
chr9	57433640	57433659	57430000-57440000	816.0	+	0.0476899596661596	5.198415336679908	761	4	6761	<>	30	60
chr9	57433936	57433955	57430000-57440000	900.0	-	0.0476899596661596	5.198415336679908	762	4	6762	<>	30	60
chr9	65605624	65605643	65600000-65610000	943.0	+	0.0476899596661596	2.111212657236631	763	4	6763	<>	30	60
chr9	57433320	57433339	57430000-57440000	845.0	-	0.0476899596661596	5.198415336679908	764	4	6764	<>	30	60
chr1	181890424	181890443	181890000-181900000	824.0	-	0.0476386776249634	2.599207668339954	765	4	6765	<>	30	60
chr1	181895332	181895351	181890000-181900000	819.0	-	0.0476386776249634	2.599207668339954	766	4	6766	<>	30	60
chr1	182527703	182527722	182520000-182530000	856.0	+	0.0476386776249634	2.599207668339954	767	4	6767	<>	30	60
chr17	66344527	66344546	66340000-66350000	840.0	-	0.047629541970856	2.111212657236631	768	4	6768	<>	30	60
chr17	66346156	66346175	66340000-66350000	800.0	-	0.047629541970856	2.111212657236631	769	4	6769	<>	30	60
chr17	66498071	66498090	66490000-66500000	804.0	+	0.047629541970856	2.111212657236631	770	4	6770	<>	30	60
chr17	66490148	66490167	66490000-66500000	897.0	-	0.047629541970856	2.111212657236631	771	4	6771	<>	30	60
chr17	66343228	66343247	66340000-66350000	821.0	-	0.047629541970856	2.111212657236631	772	4	6772	<>	30	60
chr17	66493230	66493249	66490000-66500000	817.0	-	0.047629541970856	2.111212657236631	773	4	6773	<>	30	60
chr17	66342611	66342630	66340000-66350000	818.0	+	0.047629541970856	2.111212657236631	774	4	6774	<>	30	60
chr17	66498196	66498215	66490000-66500000	810.0	-	0.047629541970856	2.111212657236631	775	4	6775	<>	30	60
chr17	66490342	66490361	66490000-66500000	810.0	+	0.047629541970856	2.111212657236631	776	4	6776	<>	30	60
chr17	66340504	66340523	66340000-66350000	804.0	+	0.047629541970856	2.111212657236631	777	4	6777	<>	30	60
chr5	102419270	102419289	102410000-102420000	888.0	+	0.0476210645054998	2.111212657236631	778	4	6778	<>	30	60
chr5	102684541	102684560	102680000-102690000	824.0	+	0.0476210645054998	2.111212657236631	779	4	6779	<>	30	60
chr5	102416710	102416729	102410000-102420000	802.0	+	0.0476210645054998	2.111212657236631	780	4	6780	<>	30	60
chr5	102416274	102416293	102410000-102420000	802.0	-	0.0476210645054998	2.111212657236631	781	4	6781	<>	30	60
chr8	27253858	27253877	27250000-27260000	881.0	+	0.0476133728212013	2.111212657236631	782	4	6782	<>	30	60
chr8	25536065	25536084	25530000-25540000	825.0	+	0.0476133728212013	2.111212657236631	783	4	6783	<>	30	60
chr8	25537078	25537097	25530000-25540000	801.0	+	0.0476133728212013	2.111212657236631	784	4	6784	<>	30	60
chr5	129164138	129164157	129160000-129170000	852.0	+	0.0476035555387566	3.2	785	4	6785	<>	30	60
chr5	129163831	129163850	129160000-129170000	803.0	+	0.0476035555387566	3.2	786	4	6786	<>	30	60
chr16	74857958	74857977	74850000-74860000	880.0	+	0.0475895065623275	2.111212657236631	787	4	6787	<>	30	60
chr12	53996698	53996717	53990000-54000000	808.0	+	0.0475550051429279	2.599207668339954	788	4	6788	<>	30	60
chr12	52920540	52920559	52920000-52930000	841.0	+	0.0475550051429279	2.599207668339954	789	4	6789	<>	30	60
chr12	54095987	54096006	54090000-54100000	809.0	+	0.0475550051429279	2.599207668339954	790	4	6790	<>	30	60
chr12	54491455	54491474	54490000-54500000	832.0	-	0.0475550051429279	2.599207668339954	791	4	6791	<>	30	60
chr12	54092763	54092782	54090000-54100000	806.0	-	0.0475550051429279	2.599207668339954	792	4	6792	<>	30	60
chr12	53996473	53996492	53990000-54000000	812.0	+	0.0475550051429279	2.599207668339954	793	4	6793	<>	30	60
chr12	40843875	40843894	40840000-40850000	814.0	+	0.0475550051429279	2.111212657236631	794	4	6794	<>	30	60
chr12	53999764	53999783	53990000-54000000	813.0	+	0.0475550051429279	2.599207668339954	795	4	6795	<>	30	60
chr12	52922716	52922735	52920000-52930000	815.0	-	0.0475550051429279	2.599207668339954	796	4	6796	<>	30	60
chr12	41349243	41349262	41340000-41350000	815.0	+	0.0475550051429279	2.111212657236631	797	4	6797	<>	30	60
chr12	53992604	53992623	53990000-54000000	939.0	+	0.0475550051429279	2.599207668339954	798	4	6798	<>	30	60
chr12	40843875	40843894	40840000-40850000	814.0	+	0.0475550051429279	2.599207668339954	799	4	6799	<>	30	60
chr12	54099002	54099021	54090000-54100000	907.0	+	0.0475550051429279	2.599207668339954	800	4	6800	<>	30	60
chr12	41340194	41340213	41340000-41350000	824.0	-	0.0475550051429279	2.111212657236631	801	4	6801	<>	30	60
chr12	53995624	53995643	53990000-54000000	832.0	-	0.0475550051429279	2.599207668339954	802	4	6802	<>	30	60
chr5	36225390	36225409	36220000-36230000	863.0	+	0.0475500028254607	2.599207668339954	803	4	6803	<>	30	60
chr5	36025045	36025064	36020000-36030000	857.0	+	0.0475500028254607	2.599207668339954	804	4	6804	<>	30	60
chr5	36229030	36229049	36220000-36230000	815.0	+	0.0475500028254607	2.599207668339954	805	4	6805	<>	30	60
chr5	36028381	36028400	36020000-36030000	895.0	-	0.0475500028254607	2.599207668339954	806	4	6806	<>	30	60
chr5	36022638	36022657	36020000-36030000	839.0	-	0.0475500028254607	2.599207668339954	807	4	6807	<>	30	60
chr5	36224575	36224594	36220000-36230000	853.0	+	0.0475500028254607	2.599207668339954	808	4	6808	<>	30	60
chr5	36223985	36224004	36220000-36230000	896.0	-	0.0475500028254607	2.599207668339954	809	4	6809	<>	30	60
chr5	36020062	36020081	36020000-36030000	801.0	+	0.0475500028254607	2.599207668339954	810	4	6810	<>	30	60
chr10	109737246	109737265	109730000-109740000	809.0	+	0.0475358774123475	2.111212657236631	811	4	6811	<>	30	60
chr10	109735150	109735169	109730000-109740000	803.0	-	0.0475358774123475	2.111212657236631	812	4	6812	<>	30	60
chr10	109504885	109504904	109500000-109510000	896.0	+	0.0475358774123475	2.111212657236631	813	4	6813	<>	30	60
chr10	109500849	109500868	109500000-109510000	805.0	+	0.0475358774123475	2.111212657236631	814	4	6814	<>	30	60
chr17	73307054	73307073	73300000-73310000	808.0	+	0.0475255328032085	2.111212657236631	815	4	6815	<>	30	60
chr17	73804640	73804659	73800000-73810000	832.0	+	0.0475255328032085	2.111212657236631	816	4	6816	<>	30	60
chr17	73300644	73300663	73300000-73310000	804.0	+	0.0475255328032085	2.111212657236631	817	4	6817	<>	30	60
chr17	73302299	73302318	73300000-73310000	921.0	+	0.0475255328032085	2.111212657236631	818	4	6818	<>	30	60
chr17	73303410	73303429	73300000-73310000	979.0	+	0.0475255328032085	2.111212657236631	819	4	6819	<>	30	60
chr2	36009557	36009576	36000000-36010000	923.0	+	0.0475161103776171	2.111212657236631	820	4	6820	<>	30	60
chr2	36008256	36008275	36000000-36010000	931.0	-	0.0475161103776171	2.111212657236631	821	4	6821	<>	30	60
chr2	36009684	36009703	36000000-36010000	808.0	-	0.0475161103776171	2.111212657236631	822	4	6822	<>	30	60
chr2	36006086	36006105	36000000-36010000	835.0	-	0.0475161103776171	2.111212657236631	823	4	6823	<>	30	60
chr2	36276745	36276764	36270000-36280000	909.0	-	0.0475161103776171	2.111212657236631	824	4	6824	<>	30	60
chr2	36005016	36005035	36000000-36010000	813.0	+	0.0475161103776171	2.111212657236631	825	4	6825	<>	30	60
chr2	36001946	36001965	36000000-36010000	811.0	+	0.0475161103776171	2.111212657236631	826	4	6826	<>	30	60
chr2	36002290	36002309	36000000-36010000	800.0	+	0.0475161103776171	2.111212657236631	827	4	6827	<>	30	60
chr5	50698306	50698325	50690000-50700000	911.0	-	0.0474560469974735	3.2	828	4	6828	<>	30	60
chr5	50692347	50692366	50690000-50700000	842.0	+	0.0474560469974735	3.2	829	4	6829	<>	30	60
chr5	49369226	49369245	49360000-49370000	897.0	+	0.0474560469974735	3.2	830	4	6830	<>	30	60
chr2	136138632	136138651	136130000-136140000	819.0	+	0.0474496366834844	2.111212657236631	831	4	6831	<>	30	60
chr2	140659997	140660016	140660000-140670000	808.0	-	0.0474496366834844	3.2	832	4	6832	<>	30	60
chr2	136139525	136139544	136130000-136140000	873.0	-	0.0474496366834844	2.111212657236631	833	4	6833	<>	30	60
chr2	135369501	135369520	135360000-135370000	807.0	-	0.0474496366834844	2.111212657236631	834	4	6834	<>	30	60
chr2	140668456	140668475	140660000-140670000	823.0	+	0.0474496366834844	3.2	835	4	6835	<>	30	60
chr2	135362013	135362032	135360000-135370000	938.0	+	0.0474496366834844	2.111212657236631	836	4	6836	<>	30	60
chr2	135362545	135362564	135360000-135370000	844.0	+	0.0474496366834844	2.111212657236631	837	4	6837	<>	30	60
chr2	135366826	135366845	135360000-135370000	807.0	+	0.0474496366834844	2.111212657236631	838	4	6838	<>	30	60
chr13	118357113	118357132	118350000-118360000	864.0	+	0.0474485007096721	2.599207668339954	839	4	6839	<>	30	60
chr13	118357238	118357257	118350000-118360000	837.0	+	0.0474485007096721	2.599207668339954	840	4	6840	<>	30	60
chr13	118350517	118350536	118350000-118360000	925.0	-	0.0474485007096721	2.599207668339954	841	4	6841	<>	30	60
chr17	8423925	8423944	8420000-8430000	820.0	-	0.0474457669196999	2.111212657236631	842	4	6842	<>	30	60
chr17	8264831	8264850	8260000-8270000	873.0	+	0.0474457669196999	2.111212657236631	843	4	6843	<>	30	60
chr17	8268368	8268387	8260000-8270000	807.0	-	0.0474457669196999	2.111212657236631	844	4	6844	<>	30	60
chr17	8260757	8260776	8260000-8270000	821.0	+	0.0474457669196999	2.111212657236631	845	4	6845	<>	30	60
chr17	5439982	5440001	5430000-5440000	810.0	+	0.0474457669196999	2.599207668339954	846	4	6846	<>	30	60
chr17	8426499	8426518	8420000-8430000	808.0	+	0.0474457669196999	2.111212657236631	847	4	6847	<>	30	60
chr17	8265962	8265981	8260000-8270000	837.0	+	0.0474457669196999	2.111212657236631	848	4	6848	<>	30	60
chr17	5822386	5822405	5820000-5830000	864.0	-	0.0474457669196999	2.599207668339954	849	4	6849	<>	30	60
chr17	12049237	12049256	12040000-12050000	801.0	-	0.0474457669196999	2.111212657236631	850	4	6850	<>	30	60
chr17	8421811	8421830	8420000-8430000	829.0	+	0.0474457669196999	2.111212657236631	851	4	6851	<>	30	60
chr11	33131845	33131864	33130000-33140000	832.0	+	0.047440855103473	2.111212657236631	852	4	6852	<>	30	60
chr11	24065516	24065535	24060000-24070000	872.0	+	0.047440855103473	3.2	853	4	6853	<>	30	60
chr11	24065642	24065661	24060000-24070000	845.0	-	0.047440855103473	3.2	854	4	6854	<>	30	60
chr11	24254272	24254291	24250000-24260000	827.0	+	0.047440855103473	3.2	855	4	6855	<>	30	60
chr11	33133085	33133104	33130000-33140000	804.0	+	0.047440855103473	2.111212657236631	856	4	6856	<>	30	60
chr11	32871214	32871233	32870000-32880000	828.0	+	0.047440855103473	2.111212657236631	857	4	6857	<>	30	60
chr11	24065387	24065406	24060000-24070000	854.0	+	0.047440855103473	3.2	858	4	6858	<>	30	60
chr11	24259863	24259882	24250000-24260000	828.0	+	0.047440855103473	3.2	859	4	6859	<>	30	60
chr11	33130006	33130025	33130000-33140000	825.0	-	0.047440855103473	2.111212657236631	860	4	6860	<>	30	60
chr11	24253433	24253452	24250000-24260000	829.0	+	0.047440855103473	3.2	861	4	6861	<>	30	60
chr11	24257917	24257936	24250000-24260000	824.0	+	0.047440855103473	3.2	862	4	6862	<>	30	60
chr11	24257254	24257273	24250000-24260000	822.0	-	0.047440855103473	3.2	863	4	6863	<>	30	60
chr11	24062955	24062974	24060000-24070000	850.0	+	0.047440855103473	3.2	864	4	6864	<>	30	60
chr11	33131924	33131943	33130000-33140000	813.0	+	0.047440855103473	2.111212657236631	865	4	6865	<>	30	60
chr11	24250492	24250511	24250000-24260000	851.0	-	0.047440855103473	3.2	866	4	6866	<>	30	60
chr17	80560969	80560988	80560000-80570000	850.0	-	0.0474353821828966	2.111212657236631	867	4	6867	<>	30	60
chr17	80295351	80295370	80290000-80300000	801.0	+	0.0474353821828966	2.111212657236631	868	4	6868	<>	30	60
chr2	120529714	120529733	120520000-120530000	840.0	+	0.0474267170280236	2.111212657236631	869	4	6869	<>	30	60
chr13	32827259	32827278	32820000-32830000	865.0	+	0.0474265430602211	2.111212657236631	870	4	6870	<>	30	60
chr13	32825655	32825674	32820000-32830000	805.0	+	0.0474265430602211	2.111212657236631	871	4	6871	<>	30	60
chr13	32828103	32828122	32820000-32830000	916.0	+	0.0474265430602211	2.111212657236631	872	4	6872	<>	30	60
chr13	33995393	33995412	33990000-34000000	955.0	-	0.0474265430602211	2.111212657236631	873	4	6873	<>	30	60
chr13	33990500	33990519	33990000-34000000	809.0	-	0.0474265430602211	2.111212657236631	874	4	6874	<>	30	60
chr13	33993480	33993499	33990000-34000000	803.0	+	0.0474265430602211	2.111212657236631	875	4	6875	<>	30	60
chr5	33277252	33277271	33270000-33280000	820.0	-	0.0474251500887735	2.111212657236631	876	4	6876	<>	30	60
chr5	33279167	33279186	33270000-33280000	827.0	+	0.0474251500887735	2.111212657236631	877	4	6877	<>	30	60
chr5	33377605	33377624	33370000-33380000	825.0	+	0.0474251500887735	2.111212657236631	878	4	6878	<>	30	60
chr5	33276489	33276508	33270000-33280000	816.0	+	0.0474251500887735	2.111212657236631	879	4	6879	<>	30	60
chr5	33378347	33378366	33370000-33380000	873.0	-	0.0474251500887735	2.111212657236631	880	4	6880	<>	30	60
chr5	33274202	33274221	33270000-33280000	847.0	-	0.0474251500887735	2.111212657236631	881	4	6881	<>	30	60
chr5	33375100	33375119	33370000-33380000	800.0	+	0.0474251500887735	2.111212657236631	882	4	6882	<>	30	60
chr5	33371411	33371430	33370000-33380000	800.0	+	0.0474251500887735	2.111212657236631	883	4	6883	<>	30	60
chr5	33378743	33378762	33370000-33380000	805.0	-	0.0474251500887735	2.111212657236631	884	4	6884	<>	30	60
chr5	33370025	33370044	33370000-33380000	800.0	-	0.0474251500887735	2.111212657236631	885	4	6885	<>	30	60
chr5	33279544	33279563	33270000-33280000	823.0	+	0.0474251500887735	2.111212657236631	886	4	6886	<>	30	60
chr5	32712861	32712880	32710000-32720000	829.0	+	0.0474251500887735	2.111212657236631	887	4	6887	<>	30	60
chr5	32717729	32717748	32710000-32720000	804.0	-	0.0474251500887735	2.111212657236631	888	4	6888	<>	30	60
chr5	33378498	33378517	33370000-33380000	859.0	-	0.0474251500887735	2.111212657236631	889	4	6889	<>	30	60
chr5	33370779	33370798	33370000-33380000	802.0	-	0.0474251500887735	2.111212657236631	890	4	6890	<>	30	60
chr5	33372779	33372798	33370000-33380000	828.0	-	0.0474251500887735	2.111212657236631	891	4	6891	<>	30	60
chr5	33270763	33270782	33270000-33280000	930.0	+	0.0474251500887735	2.111212657236631	892	4	6892	<>	30	60
chr5	33275740	33275759	33270000-33280000	835.0	-	0.0474251500887735	2.111212657236631	893	4	6893	<>	30	60
chr5	33371327	33371346	33370000-33380000	898.0	-	0.0474251500887735	2.111212657236631	894	4	6894	<>	30	60
chr5	33271191	33271210	33270000-33280000	825.0	-	0.0474251500887735	2.111212657236631	895	4	6895	<>	30	60
chr5	33275306	33275325	33270000-33280000	841.0	+	0.0474251500887735	2.111212657236631	896	4	6896	<>	30	60
chr5	33272759	33272778	33270000-33280000	812.0	+	0.0474251500887735	2.111212657236631	897	4	6897	<>	30	60
chr16	49278659	49278678	49270000-49280000	915.0	+	0.0474132316992465	2.111212657236631	898	4	6898	<>	30	60
chr16	50743234	50743253	50740000-50750000	817.0	-	0.0474132316992465	2.111212657236631	899	4	6899	<>	30	60
chr16	50747892	50747911	50740000-50750000	857.0	-	0.0474132316992465	2.111212657236631	900	4	6900	<>	30	60
chr17	45732421	45732440	45730000-45740000	827.0	-	0.047407950983041	2.111212657236631	901	4	6901	<>	30	60
chr17	45734895	45734914	45730000-45740000	834.0	+	0.047407950983041	2.111212657236631	902	4	6902	<>	30	60
chr17	45731879	45731898	45730000-45740000	840.0	+	0.047407950983041	2.111212657236631	903	4	6903	<>	30	60
chr17	45848775	45848794	45840000-45850000	897.0	+	0.047407950983041	2.111212657236631	904	4	6904	<>	30	60
