Unnamed: 0	chrom	end	start	strand	disruption_SCD	insertion_SCD	background_index	exp_id	orientation	flank_bp	spacer_bp
858	chr13	95986545	95986526	+	9.08	13.76	4	6858	><	30	199970
859	chr5	135118653	135118634	+	9.08	29.22	4	6859	><	30	199970
860	chr10	49786914	49786895	-	9.07	0.785	4	6860	><	30	199970
861	chr1	51639072	51639053	+	9.02	3.22	4	6861	><	30	199970
862	chr14	105307894	105307875	+	8.95	2.453	4	6862	><	30	199970
863	chr19	40231990	40231971	-	8.95	19.89	4	6863	><	30	199970
864	chr10	69656526	69656507	+	8.95	12.99	4	6864	><	30	199970
865	chr7	142714879	142714860	-	8.945	27.2	4	6865	><	30	199970
866	chr6	129256260	129256241	-	8.93	14.53	4	6866	><	30	199970
867	chr5	138199783	138199764	+	8.9	8.414	4	6867	><	30	199970
868	chr8	36193738	36193719	+	8.89	10.43	4	6868	><	30	199970
869	chr11	49597354	49597335	+	8.87	6.92	4	6869	><	30	199970
870	chr1	139405977	139405958	-	8.86	4.043	4	6870	><	30	199970
871	chr3	124289118	124289099	-	8.84	12.69	4	6871	><	30	199970
872	chr9	13196005	13195986	-	8.83	30.6	4	6872	><	30	199970
873	chr14	115819240	115819221	+	8.83	10.71	4	6873	><	30	199970
874	chr5	146914595	146914576	+	8.82	39.7	4	6874	><	30	199970
875	chr4	119223866	119223847	-	8.766	16.34	4	6875	><	30	199970
876	chr15	85879204	85879185	-	8.76	17.27	4	6876	><	30	199970
877	chr4	124682485	124682466	+	8.7	17.45	4	6877	><	30	199970
878	chr17	34956526	34956507	+	8.695	22.17	4	6878	><	30	199970
879	chr12	39494054	39494035	-	8.65	2.455	4	6879	><	30	199970
880	chr9	34485824	34485805	-	8.625	10.6	4	6880	><	30	199970
881	chr2	180786948	180786929	+	8.57	17.27	4	6881	><	30	199970
882	chr4	62230989	62230970	+	8.57	12.25	4	6882	><	30	199970
883	chr2	16357480	16357461	+	8.55	2.205	4	6883	><	30	199970
884	chr17	9759516	9759497	+	8.54	11.53	4	6884	><	30	199970
885	chr10	13018670	13018651	+	8.54	19.64	4	6885	><	30	199970
886	chr4	32570820	32570801	-	8.52	6.645	4	6886	><	30	199970
887	chr9	86451919	86451900	-	8.49	16.77	4	6887	><	30	199970
888	chr7	139590495	139590476	+	8.49	20.39	4	6888	><	30	199970
889	chr16	31944169	31944150	+	8.445	14.11	4	6889	><	30	199970
890	chr3	104701211	104701192	-	8.44	24.84	4	6890	><	30	199970
891	chr2	160955546	160955527	-	8.414	14.05	4	6891	><	30	199970
892	chr18	32811889	32811870	+	8.4	4.918	4	6892	><	30	199970
893	chr14	115042240	115042221	-	8.4	14.734	4	6893	><	30	199970
894	chr2	28464119	28464100	-	8.33	19.16	4	6894	><	30	199970
895	chr2	76369931	76369912	+	8.28	9.1	4	6895	><	30	199970
896	chr3	107605512	107605493	+	8.28	12.57	4	6896	><	30	199970
897	chr14	121220891	121220872	-	8.23	10.8	4	6897	><	30	199970
898	chr1	103796539	103796520	+	8.22	10.74	4	6898	><	30	199970
899	chr16	23151589	23151570	+	8.21	3.11	4	6899	><	30	199970
900	chr5	33371346	33371327	-	8.19	15.74	4	6900	><	30	199970
901	chr13	103121088	103121069	-	8.18	6.016	4	6901	><	30	199970
902	chr10	60760529	60760510	+	8.14	24.72	4	6902	><	30	199970
903	chr1	169921787	169921768	+	8.12	12.62	4	6903	><	30	199970
904	chr13	42826816	42826797	-	8.11	17.0	4	6904	><	30	199970
905	chr6	72601930	72601911	+	8.11	24.06	4	6905	><	30	199970
906	chr7	81345319	81345300	-	7.99	7.87	4	6906	><	30	199970
907	chr11	33934471	33934452	+	7.98	18.27	4	6907	><	30	199970
908	chr18	77044808	77044789	-	7.97	11.42	4	6908	><	30	199970
909	chr7	67217278	67217259	+	7.926	7.28	4	6909	><	30	199970
910	chr2	164074027	164074008	+	7.906	10.22	4	6910	><	30	199970
911	chr3	45373410	45373391	+	7.855	1.438	4	6911	><	30	199970
912	chr1	152768355	152768336	-	7.84	9.35	4	6912	><	30	199970
913	chr11	102267665	102267646	-	7.81	17.44	4	6913	><	30	199970
914	chr11	43411664	43411645	-	7.81	21.72	4	6914	><	30	199970
915	chr2	129880054	129880035	+	7.805	6.484	4	6915	><	30	199970
916	chr11	81972241	81972222	+	7.797	9.07	4	6916	><	30	199970
917	chr9	65581143	65581124	-	7.793	11.17	4	6917	><	30	199970
918	chr4	106228720	106228701	+	7.727	13.9	4	6918	><	30	199970
919	chr6	119467876	119467857	+	7.703	18.1	4	6919	><	30	199970
920	chr10	122794511	122794492	+	7.695	15.734	4	6920	><	30	199970
921	chr14	34813484	34813465	-	7.69	11.805	4	6921	><	30	199970
922	chr15	19280629	19280610	+	7.68	3.066	4	6922	><	30	199970
923	chr13	38235597	38235578	-	7.676	11.836	4	6923	><	30	199970
924	chr13	21710105	21710086	+	7.67	14.95	4	6924	><	30	199970
925	chr11	104231353	104231334	-	7.67	18.38	4	6925	><	30	199970
926	chr6	86401304	86401285	-	7.64	23.28	4	6926	><	30	199970
927	chr4	24245320	24245301	-	7.633	3.027	4	6927	><	30	199970
928	chr9	29655082	29655063	+	7.613	20.11	4	6928	><	30	199970
929	chr9	58535957	58535938	-	7.605	16.9	4	6929	><	30	199970
930	chr5	112427478	112427459	-	7.598	9.93	4	6930	><	30	199970
931	chr4	140539353	140539334	-	7.58	22.9	4	6931	><	30	199970
932	chr14	105302910	105302891	+	7.57	4.605	4	6932	><	30	199970
933	chr7	19713404	19713385	-	7.543	26.19	4	6933	><	30	199970
934	chr1	127487367	127487348	-	7.52	14.33	4	6934	><	30	199970
935	chr19	56806125	56806106	-	7.504	5.934	4	6935	><	30	199970
936	chr19	47175662	47175643	-	7.46	21.67	4	6936	><	30	199970
937	chr2	150795624	150795605	-	7.44	6.633	4	6937	><	30	199970
938	chr2	137114826	137114807	+	7.438	4.08	4	6938	><	30	199970
939	chr10	119244230	119244211	+	7.434	4.305	4	6939	><	30	199970
940	chr5	117094622	117094603	+	7.42	22.22	4	6940	><	30	199970
941	chr11	67100384	67100365	-	7.42	22.83	4	6941	><	30	199970
942	chr5	30686988	30686969	+	7.41	18.64	4	6942	><	30	199970
943	chr8	105291139	105291120	-	7.41	11.78	4	6943	><	30	199970
944	chr7	143470174	143470155	-	7.39	17.94	4	6944	><	30	199970
945	chr15	8099290	8099271	-	7.35	8.336	4	6945	><	30	199970
946	chr7	119015949	119015930	+	7.34	17.75	4	6946	><	30	199970
947	chr17	56306039	56306020	-	7.305	16.48	4	6947	><	30	199970
948	chr1	134636895	134636876	+	7.3	5.97	4	6948	><	30	199970
949	chr17	65541217	65541198	+	7.258	9.125	4	6949	><	30	199970
950	chr14	49218880	49218861	+	7.25	8.47	4	6950	><	30	199970
951	chr1	25527154	25527135	+	7.2	7.453	4	6951	><	30	199970
952	chr1	146515575	146515556	+	7.18	3.11	4	6952	><	30	199970
953	chr9	44109578	44109559	+	7.176	33.9	4	6953	><	30	199970
954	chr11	108889358	108889339	+	7.15	8.016	4	6954	><	30	199970
955	chr7	138398615	138398596	+	7.117	4.707	4	6955	><	30	199970
956	chr5	32204842	32204823	+	7.11	6.15	4	6956	><	30	199970
957	chr8	14859581	14859562	+	7.1	5.27	4	6957	><	30	199970
958	chr11	95676507	95676488	-	7.09	14.555	4	6958	><	30	199970
959	chr6	85141186	85141167	+	7.08	33.56	4	6959	><	30	199970
960	chr14	20340404	20340385	-	7.04	15.81	4	6960	><	30	199970
961	chr1	193130339	193130320	-	7.023	5.71	4	6961	><	30	199970
962	chr9	98032882	98032863	+	6.992	4.73	4	6962	><	30	199970
963	chr7	143793289	143793270	+	6.98	21.42	4	6963	><	30	199970
964	chr12	32292312	32292293	-	6.895	8.26	4	6964	><	30	199970
965	chr17	45724453	45724434	-	6.89	12.125	4	6965	><	30	199970
966	chr14	102512314	102512295	+	6.89	1.602	4	6966	><	30	199970
967	chr8	11943038	11943019	+	6.88	5.47	4	6967	><	30	199970
968	chr7	83553561	83553542	+	6.867	8.27	4	6968	><	30	199970
969	chr9	64960779	64960760	-	6.85	16.31	4	6969	><	30	199970
970	chr9	30426996	30426977	+	6.832	15.31	4	6970	><	30	199970
971	chr11	119249183	119249164	+	6.785	23.48	4	6971	><	30	199970
972	chr8	90795542	90795523	+	6.77	10.67	4	6972	><	30	199970
973	chr2	113498926	113498907	-	6.766	9.86	4	6973	><	30	199970
974	chr13	62926662	62926643	+	6.75	4.73	4	6974	><	30	199970
975	chr1	127485025	127485006	+	6.715	16.44	4	6975	><	30	199970
976	chr17	78592615	78592596	+	6.715	8.945	4	6976	><	30	199970
977	chr2	118246134	118246115	-	6.668	13.72	4	6977	><	30	199970
978	chr2	92474875	92474856	-	6.652	13.95	4	6978	><	30	199970
979	chr7	17061423	17061404	+	6.645	15.1	4	6979	><	30	199970
980	chr10	122090678	122090659	+	6.63	8.38	4	6980	><	30	199970
981	chr13	64448147	64448128	+	6.594	17.92	4	6981	><	30	199970
982	chr2	34642611	34642592	-	6.562	14.51	4	6982	><	30	199970
983	chr5	117509743	117509724	+	6.54	26.92	4	6983	><	30	199970
984	chr7	131371109	131371090	+	6.516	4.71	4	6984	><	30	199970
985	chr6	94054143	94054124	-	6.5	13.34	4	6985	><	30	199970
986	chr14	20697228	20697209	+	6.465	17.88	4	6986	><	30	199970
987	chr10	122798121	122798102	+	6.46	15.23	4	6987	><	30	199970
988	chr13	14196604	14196585	+	6.45	1.613	4	6988	><	30	199970
989	chr3	118991976	118991957	+	6.438	8.26	4	6989	><	30	199970
990	chr9	107231295	107231276	-	6.434	7.414	4	6990	><	30	199970
991	chr15	24557016	24556997	-	6.418	3.371	4	6991	><	30	199970
992	chr2	178407758	178407739	+	6.414	11.43	4	6992	><	30	199970
993	chr9	90683476	90683457	-	6.38	1.322	4	6993	><	30	199970
994	chr6	22968335	22968316	-	6.34	6.418	4	6994	><	30	199970
995	chr12	67217811	67217792	+	6.336	1.95	4	6995	><	30	199970
996	chr10	82910438	82910419	+	6.277	10.99	4	6996	><	30	199970
997	chr7	49125716	49125697	+	6.258	16.88	4	6997	><	30	199970
998	chr11	119491305	119491286	-	6.215	10.81	4	6998	><	30	199970
999	chr11	32341308	32341289	-	6.21	14.555	4	6999	><	30	199970
1000	chr19	8713406	8713387	+	6.19	10.44	4	7000	><	30	199970
1001	chr4	48048044	48048025	+	6.152	6.21	4	7001	><	30	199970
1002	chr11	52764825	52764806	+	6.15	7.75	4	7002	><	30	199970
1003	chr13	20564636	20564617	-	6.145	4.82	4	7003	><	30	199970
1004	chr10	39105011	39104992	-	6.14	7.152	4	7004	><	30	199970
1005	chr11	98909856	98909837	-	6.117	18.95	4	7005	><	30	199970
1006	chr1	151025102	151025083	+	6.117	4.496	4	7006	><	30	199970
1007	chr5	98167777	98167758	-	6.113	9.555	4	7007	><	30	199970
1008	chr8	88118562	88118543	+	6.062	3.66	4	7008	><	30	199970
1009	chr16	92511934	92511915	+	6.035	16.34	4	7009	><	30	199970
1010	chr15	25792295	25792276	-	6.008	6.87	4	7010	><	30	199970
1011	chr13	92751194	92751175	+	5.938	12.68	4	7011	><	30	199970
1012	chr5	101688793	101688774	-	5.934	12.51	4	7012	><	30	199970
1013	chr7	112023252	112023233	+	5.93	8.26	4	7013	><	30	199970
1014	chr14	21854038	21854019	-	5.914	27.36	4	7014	><	30	199970
1015	chr8	32003733	32003714	-	5.9	2.012	4	7015	><	30	199970
1016	chr13	53095394	53095375	-	5.867	6.086	4	7016	><	30	199970
1017	chr1	182554179	182554160	+	5.836	10.15	4	7017	><	30	199970
1018	chr6	18381568	18381549	+	5.832	1.955	4	7018	><	30	199970
1019	chr9	77389590	77389571	+	5.832	5.68	4	7019	><	30	199970
1020	chr16	5254481	5254462	-	5.812	12.77	4	7020	><	30	199970
1021	chr2	93199625	93199606	+	5.797	14.08	4	7021	><	30	199970
1022	chr9	81631651	81631632	-	5.793	3.863	4	7022	><	30	199970
1023	chr2	152887412	152887393	-	5.78	4.652	4	7023	><	30	199970
1024	chr4	153481137	153481118	-	5.766	3.3	4	7024	><	30	199970
1025	chr8	72239706	72239687	-	5.754	5.32	4	7025	><	30	199970
1026	chr18	65750236	65750217	-	5.703	2.543	4	7026	><	30	199970
1027	chr6	61311882	61311863	-	5.68	7.43	4	7027	><	30	199970
1028	chr18	46143625	46143606	+	5.676	6.477	4	7028	><	30	199970
1029	chr6	120836118	120836099	+	5.64	7.797	4	7029	><	30	199970
1030	chr6	100563990	100563971	-	5.625	4.164	4	7030	><	30	199970
1031	chr3	13475098	13475079	-	5.61	1.948	4	7031	><	30	199970
1032	chr2	132262968	132262949	+	5.6	7.164	4	7032	><	30	199970
1033	chr11	103334169	103334150	+	5.594	12.02	4	7033	><	30	199970
1034	chr6	54255029	54255010	+	5.586	4.35	4	7034	><	30	199970
1035	chr13	101711018	101710999	+	5.543	9.15	4	7035	><	30	199970
1036	chr5	39644761	39644742	-	5.54	3.531	4	7036	><	30	199970
1037	chr8	90795201	90795182	-	5.516	4.996	4	7037	><	30	199970
1038	chr18	23162646	23162627	+	5.51	1.562	4	7038	><	30	199970
1039	chr16	78165563	78165544	+	5.477	7.39	4	7039	><	30	199970
1040	chr2	96584106	96584087	-	5.44	3.29	4	7040	><	30	199970
1041	chr12	72070473	72070454	+	5.426	11.336	4	7041	><	30	199970
1042	chr12	24708691	24708672	+	5.414	9.914	4	7042	><	30	199970
1043	chr8	92367135	92367116	-	5.406	6.984	4	7043	><	30	199970
1044	chr17	83866777	83866758	+	5.4	23.0	4	7044	><	30	199970
1045	chr13	55322636	55322617	-	5.4	7.0	4	7045	><	30	199970
1046	chr6	88893771	88893752	-	5.395	16.78	4	7046	><	30	199970
1047	chr19	8718731	8718712	-	5.383	8.6	4	7047	><	30	199970
1048	chr12	59220179	59220160	-	5.38	2.5	4	7048	><	30	199970
1049	chr14	60784526	60784507	+	5.367	16.06	4	7049	><	30	199970
1050	chr3	153658591	153658572	+	5.33	6.258	4	7050	><	30	199970
1051	chr9	77386949	77386930	-	5.312	12.24	4	7051	><	30	199970
1052	chr10	83219903	83219884	+	5.312	6.188	4	7052	><	30	199970
1053	chr6	15176967	15176948	-	5.31	2.947	4	7053	><	30	199970
1054	chr2	152604207	152604188	-	5.27	19.44	4	7054	><	30	199970
1055	chr2	39003369	39003350	-	5.26	1.671	4	7055	><	30	199970
1056	chr16	31425707	31425688	-	5.254	13.484	4	7056	><	30	199970
1057	chr5	137503018	137502999	-	5.227	3.691	4	7057	><	30	199970
1058	chr18	13973086	13973067	-	5.207	0.71	4	7058	><	30	199970
1059	chr17	68849016	68848997	-	5.2	1.891	4	7059	><	30	199970
1060	chr2	128408931	128408912	-	5.19	8.72	4	7060	><	30	199970
1061	chr14	97559790	97559771	-	5.16	2.041	4	7061	><	30	199970
1062	chr8	67903864	67903845	-	5.13	6.113	4	7062	><	30	199970
1063	chr14	56888181	56888162	-	5.125	3.316	4	7063	><	30	199970
1064	chr4	132198465	132198446	+	5.125	11.19	4	7064	><	30	199970
1065	chr2	39005861	39005842	-	5.12	3.883	4	7065	><	30	199970
1066	chr7	137471679	137471660	-	5.1	19.97	4	7066	><	30	199970
1067	chr6	64949075	64949056	+	5.09	5.168	4	7067	><	30	199970
1068	chr18	16821148	16821129	+	5.043	1.935	4	7068	><	30	199970
1069	chr2	93813566	93813547	+	5.04	13.086	4	7069	><	30	199970
1070	chr6	126481478	126481459	-	5.023	10.89	4	7070	><	30	199970
1071	chr1	181881093	181881074	-	4.984	10.19	4	7071	><	30	199970
1072	chr6	108065822	108065803	-	4.977	6.67	4	7072	><	30	199970
1073	chr4	88550373	88550354	+	4.938	4.04	4	7073	><	30	199970
1074	chr5	137502167	137502148	+	4.867	8.81	4	7074	><	30	199970
1075	chr8	77618148	77618129	-	4.86	4.188	4	7075	><	30	199970
1076	chr7	120098024	120098005	+	4.855	7.22	4	7076	><	30	199970
1077	chr2	75152706	75152687	-	4.824	10.55	4	7077	><	30	199970
1078	chr11	87950193	87950174	+	4.78	11.09	4	7078	><	30	199970
1079	chr11	94598936	94598917	-	4.746	10.49	4	7079	><	30	199970
1080	chr1	10229119	10229100	+	4.746	0.972	4	7080	><	30	199970
1081	chr7	143476888	143476869	+	4.746	8.89	4	7081	><	30	199970
1082	chr9	102607693	102607674	-	4.715	3.604	4	7082	><	30	199970
1083	chr8	32009749	32009730	+	4.71	6.785	4	7083	><	30	199970
1084	chr3	99262117	99262098	-	4.707	1.889	4	7084	><	30	199970
1085	chr18	75607987	75607968	+	4.664	23.11	4	7085	><	30	199970
1086	chr7	75380211	75380192	-	4.64	2.41	4	7086	><	30	199970
1087	chr3	135863108	135863089	+	4.64	3.164	4	7087	><	30	199970
1088	chr4	87369015	87368996	-	4.625	9.125	4	7088	><	30	199970
1089	chr8	84639535	84639516	+	4.605	13.88	4	7089	><	30	199970
1090	chr15	74524301	74524282	+	4.586	13.7	4	7090	><	30	199970
1091	chr17	57007316	57007297	-	4.582	9.42	4	7091	><	30	199970
1092	chr11	30893985	30893966	+	4.547	0.9004	4	7092	><	30	199970
1093	chr19	57360190	57360171	-	4.543	2.654	4	7093	><	30	199970
1094	chr8	110102657	110102638	-	4.53	9.24	4	7094	><	30	199970
1095	chr7	135389259	135389240	-	4.53	9.336	4	7095	><	30	199970
1096	chr4	152527530	152527511	+	4.516	13.99	4	7096	><	30	199970
1097	chr13	103710441	103710422	+	4.5	4.57	4	7097	><	30	199970
1098	chr10	120896053	120896034	+	4.5	2.322	4	7098	><	30	199970
1099	chr18	5155632	5155613	-	4.484	6.39	4	7099	><	30	199970
1100	chr12	80141693	80141674	-	4.45	17.05	4	7100	><	30	199970
1101	chr5	118763566	118763547	-	4.418	12.81	4	7101	><	30	199970
1102	chr12	14150175	14150156	+	4.406	3.688	4	7102	><	30	199970
1103	chr10	128990300	128990281	-	4.4	8.03	4	7103	><	30	199970
1104	chr10	30834038	30834019	-	4.37	4.473	4	7104	><	30	199970
1105	chr6	50618483	50618464	+	4.367	12.766	4	7105	><	30	199970
1106	chr15	9748972	9748953	-	4.36	3.496	4	7106	><	30	199970
1107	chr16	92308164	92308145	-	4.355	11.22	4	7107	><	30	199970
1108	chr2	9881964	9881945	-	4.355	2.918	4	7108	><	30	199970
1109	chr8	123106089	123106070	+	4.336	8.18	4	7109	><	30	199970
1110	chr5	98346264	98346245	+	4.324	2.342	4	7110	><	30	199970
1111	chr10	40249841	40249822	-	4.316	12.23	4	7111	><	30	199970
1112	chr3	141457685	141457666	+	4.312	4.707	4	7112	><	30	199970
1113	chr9	40192620	40192601	-	4.3	2.145	4	7113	><	30	199970
1114	chr9	72448248	72448229	+	4.29	7.78	4	7114	><	30	199970
1115	chr13	24316809	24316790	-	4.273	3.682	4	7115	><	30	199970
1116	chr1	50927249	50927230	+	4.258	4.5	4	7116	><	30	199970
1117	chr11	102690417	102690398	-	4.223	12.195	4	7117	><	30	199970
1118	chr4	116627141	116627122	+	4.207	6.52	4	7118	><	30	199970
1119	chr15	76198817	76198798	+	4.164	10.72	4	7119	><	30	199970
1120	chr15	12113620	12113601	-	4.156	3.312	4	7120	><	30	199970
1121	chr1	115675059	115675040	+	4.152	5.223	4	7121	><	30	199970
1122	chr2	34644807	34644788	-	4.15	8.266	4	7122	><	30	199970
1123	chr2	166084974	166084955	-	4.133	18.12	4	7123	><	30	199970
1124	chr11	21571906	21571887	-	4.13	2.105	4	7124	><	30	199970
1125	chr15	9449709	9449690	-	4.062	0.543	4	7125	><	30	199970
1126	chr5	92664520	92664501	-	4.055	3.326	4	7126	><	30	199970
1127	chr12	77001216	77001197	+	4.043	1.105	4	7127	><	30	199970
1128	chr6	93757507	93757488	-	4.01	5.273	4	7128	><	30	199970
1129	chr19	56302794	56302775	+	4.01	3.797	4	7129	><	30	199970
1130	chr13	71954038	71954019	-	4.008	1.19	4	7130	><	30	199970
1131	chr4	17852015	17851996	-	4.0	0.8535	4	7131	><	30	199970
1132	chr18	39136126	39136107	+	3.992	1.932	4	7132	><	30	199970
1133	chr1	153489234	153489215	-	3.99	7.715	4	7133	><	30	199970
1134	chr9	66136172	66136153	-	3.988	5.383	4	7134	><	30	199970
1135	chr11	109621431	109621412	-	3.979	11.484	4	7135	><	30	199970
1136	chr13	91723318	91723299	+	3.959	5.49	4	7136	><	30	199970
1137	chr13	3642291	3642272	-	3.959	4.75	4	7137	><	30	199970
1138	chr13	47304770	47304751	+	3.957	6.746	4	7138	><	30	199970
1139	chr2	121144456	121144437	+	3.953	4.504	4	7139	><	30	199970
1140	chr13	93772223	93772204	-	3.928	3.56	4	7140	><	30	199970
1141	chr10	70967079	70967060	+	3.916	4.88	4	7141	><	30	199970
1142	chr13	59417085	59417066	-	3.91	5.0	4	7142	><	30	199970
1143	chr7	102484972	102484953	-	3.883	7.0	4	7143	><	30	199970
1144	chr5	38235667	38235648	-	3.879	10.78	4	7144	><	30	199970
1145	chr14	56885401	56885382	+	3.87	2.412	4	7145	><	30	199970
1146	chr11	75170669	75170650	-	3.861	7.984	4	7146	><	30	199970
1147	chr11	77980417	77980398	+	3.846	9.5	4	7147	><	30	199970
1148	chr9	94738712	94738693	+	3.828	14.92	4	7148	><	30	199970
1149	chr6	140466500	140466481	-	3.816	3.785	4	7149	><	30	199970
1150	chr19	57361025	57361006	-	3.814	6.484	4	7150	><	30	199970
1151	chr12	58972459	58972440	+	3.777	2.135	4	7151	><	30	199970
1152	chr2	61490636	61490617	+	3.775	5.23	4	7152	><	30	199970
1153	chr4	44310651	44310632	+	3.762	4.973	4	7153	><	30	199970
1154	chr11	52766147	52766128	+	3.734	1.83	4	7154	><	30	199970
1155	chr13	72627587	72627568	-	3.717	4.066	4	7155	><	30	199970
1156	chr9	23012459	23012440	-	3.71	1.704	4	7156	><	30	199970
1157	chr16	31427924	31427905	-	3.705	3.383	4	7157	><	30	199970
1158	chr12	29895773	29895754	+	3.691	1.481	4	7158	><	30	199970
1159	chr9	73154557	73154538	+	3.666	9.1	4	7159	><	30	199970
1160	chr1	127484437	127484418	-	3.66	8.8	4	7160	><	30	199970
1161	chr9	107566236	107566217	+	3.656	7.098	4	7161	><	30	199970
1162	chr2	68118338	68118319	+	3.652	4.36	4	7162	><	30	199970
1163	chr11	11140836	11140817	-	3.629	13.69	4	7163	><	30	199970
1164	chr12	74014936	74014917	-	3.627	5.97	4	7164	><	30	199970
1165	chr7	138396301	138396282	-	3.621	0.934	4	7165	><	30	199970
1166	chr14	103534605	103534586	+	3.617	5.312	4	7166	><	30	199970
1167	chr10	115164112	115164093	-	3.613	3.031	4	7167	><	30	199970
1168	chr7	119019764	119019745	+	3.598	7.113	4	7168	><	30	199970
1169	chr13	96389525	96389506	-	3.588	1.339	4	7169	><	30	199970
1170	chr14	74723724	74723705	-	3.586	5.766	4	7170	><	30	199970
1171	chr14	55114114	55114095	-	3.57	7.387	4	7171	><	30	199970
1172	chr9	62784468	62784449	+	3.562	12.84	4	7172	><	30	199970
1173	chr10	127678167	127678148	-	3.541	2.129	4	7173	><	30	199970
1174	chr17	55948218	55948199	-	3.535	4.3	4	7174	><	30	199970
1175	chr11	78183263	78183244	-	3.525	12.305	4	7175	><	30	199970
1176	chr6	59207403	59207384	-	3.508	1.477	4	7176	><	30	199970
1177	chr6	135416919	135416900	+	3.498	4.027	4	7177	><	30	199970
1178	chr5	122104403	122104384	+	3.492	11.98	4	7178	><	30	199970
1179	chr13	37971068	37971049	-	3.482	3.088	4	7179	><	30	199970
1180	chr5	114612410	114612391	+	3.48	13.6	4	7180	><	30	199970
1181	chr10	114442226	114442207	+	3.46	2.104	4	7181	><	30	199970
1182	chr2	145655527	145655508	-	3.44	2.05	4	7182	><	30	199970
1183	chr7	109507351	109507332	-	3.418	1.832	4	7183	><	30	199970
1184	chr16	10009965	10009946	+	3.402	4.965	4	7184	><	30	199970
1185	chr14	67969032	67969013	-	3.385	5.523	4	7185	><	30	199970
1186	chr5	140744055	140744036	-	3.348	10.35	4	7186	><	30	199970
1187	chr1	56984334	56984315	+	3.338	2.584	4	7187	><	30	199970
1188	chr2	137110782	137110763	+	3.328	1.323	4	7188	><	30	199970
1189	chr16	22267525	22267506	+	3.322	1.262	4	7189	><	30	199970
1190	chr16	4884595	4884576	-	3.3	2.822	4	7190	><	30	199970
1191	chr5	19458406	19458387	-	3.291	6.625	4	7191	><	30	199970
1192	chr1	84697217	84697198	-	3.29	7.492	4	7192	><	30	199970
1193	chr14	122903088	122903069	-	3.29	2.205	4	7193	><	30	199970
1194	chr7	64056729	64056710	-	3.273	1.214	4	7194	><	30	199970
1195	chr9	71624061	71624042	-	3.273	15.39	4	7195	><	30	199970
1196	chr9	96885958	96885939	-	3.271	10.016	4	7196	><	30	199970
1197	chr18	46964733	46964714	-	3.266	8.555	4	7197	><	30	199970
1198	chr3	122638475	122638456	+	3.26	4.82	4	7198	><	30	199970
1199	chr9	94733848	94733829	+	3.256	3.768	4	7199	><	30	199970
