Unnamed: 0	initial_df_index	chrom	end	start	strand	disruption_SCD	insertion_SCD	orientation	background_index	flank_bp	spacer_bp
1375	3472	chr8	34154523	34154504	+	0.7075	0.5205	>>	0	13	77
1376	5660	chr1	51191020	51191001	+	0.1631	0.1517	>>	0	13	77
1377	7479	chr1	40231165	40231146	+	0.3723	0.2168	>>	0	13	77
1378	1096	chr2	167631971	167631952	-	0.4382	0.332	>>	0	13	77
1379	5502	chr1	3645575	3645556	+	0.1475	0.1497	>>	0	13	77
1380	6333	chr1	73039839	73039820	+	0.2205	0.2153	>>	0	13	77
1381	3990	chr9	58295941	58295922	+	0.3643	0.55	>>	0	13	77
1382	3427	chr8	18942071	18942052	+	0.3296	0.28	>>	0	13	77
1383	200	chr1	82485185	82485166	-	0.2074	0.1555	>>	0	13	77
1384	5316	chr1	57824055	57824036	+	1.059	1.0205	>>	0	13	77
1385	5399	chr1	84617113	84617094	+	0.3152	0.1842	>>	0	13	77
1386	682	chr2	37358442	37358423	+	0.5884	0.1469	>>	0	13	77
1387	1507	chr3	148980805	148980786	-	0.2566	0.1383	>>	0	13	77
1388	2994	chr7	45709877	45709858	+	0.1909	0.245	>>	0	13	77
1389	2283	chr5	110877981	110877962	+	0.4248	0.2783	>>	0	13	77
1390	5224	chr1	24999270	24999251	+	1.057	0.907	>>	0	13	77
1391	5334	chr1	69693498	69693479	-	0.1262	0.1628	>>	0	13	77
1392	5353	chr1	73009743	73009724	-	0.2983	0.1729	>>	0	13	77
1393	7255	chr1	56754809	56754790	-	0.1603	0.1469	>>	0	13	77
1394	4856	chr1	62891810	62891791	-	0.2039	0.1917	>>	0	13	77
1395	1942	chr4	137328396	137328377	-	0.07117	0.1848	>>	0	13	77
1396	6786	chr1	96678168	96678149	+	0.1262	0.4346	>>	0	13	77
1397	1255	chr3	54798736	54798717	-	0.3184	0.2107	>>	0	13	77
1398	4736	chr1	33638987	33638968	-	0.1664	0.156	>>	0	13	77
1399	4249	chr9	113422255	113422236	+	0.2744	0.1871	>>	0	13	77
1400	6720	chr1	63864260	63864241	+	1.32	0.6626	>>	0	13	77
1401	2221	chr5	86431022	86431003	-	0.2876	0.3577	>>	0	13	77
1402	3125	chr7	94350016	94349997	+	0.073	0.1206	>>	0	13	77
1403	467	chr1	176216540	176216521	+	0.2301	0.168	>>	0	13	77
1404	5694	chr1	56171638	56171619	-	0.1188	0.1737	>>	0	13	77
1405	7412	chr1	16330177	16330158	+	0.745	0.3433	>>	0	13	77
1406	5335	chr1	69695021	69695002	+	0.1542	0.1685	>>	0	13	77
1407	892	chr2	122780238	122780219	+	1.34	0.749	>>	0	13	77
1408	7368	chr1	4436650	4436631	-	0.1923	0.257	>>	0	13	77
1409	5624	chr1	42820294	42820275	+	0.4563	0.228	>>	0	13	77
1410	1124	chr2	172813662	172813643	+	0.184	0.241	>>	0	13	77
1411	6010	chr1	60780073	60780054	-	1.52	2.078	>>	0	13	77
1412	3109	chr7	84457968	84457949	+	0.2118	0.1414	>>	0	13	77
1413	7420	chr1	18565336	18565317	+	0.0961	0.136	>>	0	13	77
1414	1114	chr2	170418955	170418936	+	2.375	6.69	>>	0	13	77
1415	3452	chr8	30182113	30182094	-	0.1504	0.2415	>>	0	13	77
1416	6197	chr1	12111974	12111955	+	0.1912	0.132	>>	0	13	77
1417	788	chr2	77364257	77364238	+	0.2288	0.2576	>>	0	13	77
1418	6502	chr1	99407313	99407294	-	0.1208	0.193	>>	0	13	77
1419	982	chr2	147187243	147187224	-	0.0649	0.2012	>>	0	13	77
1420	3030	chr7	64753702	64753683	-	0.1605	0.3425	>>	0	13	77
1421	4234	chr9	108568929	108568910	+	0.676	0.4536	>>	0	13	77
1422	7413	chr1	16339103	16339084	-	0.1967	0.1177	>>	0	13	77
1423	1481	chr3	136886304	136886285	-	0.0915	0.137	>>	0	13	77
1424	2629	chr6	77623810	77623791	+	0.9604	0.8193	>>	0	13	77
1425	7161	chr1	25758320	25758301	+	0.1614	0.1576	>>	0	13	77
1426	1756	chr4	96694677	96694658	+	0.1622	0.1648	>>	0	13	77
1427	4955	chr1	80893891	80893872	-	0.2126	0.1907	>>	0	13	77
1428	2734	chr6	101268181	101268162	+	0.3618	0.184	>>	0	13	77
1429	5029	chr1	100722916	100722897	-	0.178	0.208	>>	0	13	77
1430	3297	chr7	134940196	134940177	+	0.3352	0.2756	>>	0	13	77
1431	2249	chr5	98167307	98167288	+	0.3135	0.341	>>	0	13	77
1432	3196	chr7	113361313	113361294	+	0.1226	0.1451	>>	0	13	77
1433	5931	chr1	28519710	28519691	-	0.1245	0.1981	>>	0	13	77
1434	2360	chr5	122774700	122774681	+	0.333	0.3137	>>	0	13	77
1435	2430	chr5	139802901	139802882	-	0.3037	0.3662	>>	0	13	77
1436	72	chr1	38780258	38780239	+	0.2974	0.32	>>	0	13	77
1437	1346	chr3	87748577	87748558	-	0.7593	0.4382	>>	0	13	77
1438	2787	chr6	121191447	121191428	-	0.39	0.1409	>>	0	13	77
1439	763	chr2	69115969	69115950	-	0.1754	0.1587	>>	0	13	77
1440	5644	chr1	45517123	45517104	+	0.239	0.1709	>>	0	13	77
1441	7124	chr1	15169856	15169837	-	0.2134	0.1587	>>	0	13	77
1442	2215	chr5	81013743	81013724	+	0.2028	0.1814	>>	0	13	77
1443	4076	chr9	69501772	69501753	+	0.1896	0.2017	>>	0	13	77
1444	5923	chr1	25597367	25597348	+	0.1123	0.1837	>>	0	13	77
1445	1402	chr3	107602082	107602063	-	0.08594	0.179	>>	0	13	77
1446	5	chr1	4775758	4775739	+	0.3325	0.327	>>	0	13	77
1447	3747	chr8	120169764	120169745	+	0.4766	0.7783	>>	0	13	77
1448	5127	chr1	113635715	113635696	+	0.11145	0.1556	>>	0	13	77
1449	996	chr2	150793982	150793963	+	0.729	0.371	>>	0	13	77
1450	2497	chr6	28418701	28418682	-	0.4202	0.266	>>	0	13	77
1451	6642	chr1	26548533	26548514	+	0.92	1.136	>>	0	13	77
1452	289	chr1	118510698	118510679	-	0.2861	0.2563	>>	0	13	77
1453	4609	chr1	116923852	116923833	-	0.1713	0.24	>>	0	13	77
1454	6459	chr1	86220192	86220173	+	0.1985	0.216	>>	0	13	77
1455	5344	chr1	71743883	71743864	-	0.366	0.2332	>>	0	13	77
1456	2028	chr4	155070733	155070714	-	0.2866	0.3179	>>	0	13	77
1457	596	chr2	20809243	20809224	+	0.2366	0.2064	>>	0	13	77
1458	6790	chr1	5413018	5412999	+	0.3823	0.3438	>>	0	13	77
1459	2821	chr6	127467867	127467848	+	0.3164	0.2092	>>	0	13	77
1460	961	chr2	137117694	137117675	-	0.6196	0.1976	>>	0	13	77
1461	2454	chr5	146168303	146168284	-	0.3354	0.2281	>>	0	13	77
1462	327	chr1	131289166	131289147	+	0.631	0.4775	>>	0	13	77
1463	4476	chr1	71426375	71426356	-	0.09705	0.1318	>>	0	13	77
1464	2011	chr4	153164280	153164261	-	2.342	4.367	>>	0	13	77
1465	712	chr2	50905813	50905794	+	0.2786	0.2112	>>	0	13	77
1466	3696	chr8	110101409	110101390	-	0.5684	0.319	>>	0	13	77
1467	975	chr2	146435335	146435316	-	2.336	2.184	>>	0	13	77
1468	268	chr1	92916754	92916735	-	0.09045	0.2062	>>	0	13	77
1469	7438	chr1	26193687	26193668	-	0.6753	0.1829	>>	0	13	77
1470	456	chr1	172027196	172027177	-	0.431	0.3787	>>	0	13	77
1471	2522	chr6	35254603	35254584	-	0.3904	0.2024	>>	0	13	77
1472	749	chr2	65360533	65360514	+	0.2336	0.1917	>>	0	13	77
1473	4954	chr1	80892556	80892537	-	0.1335	0.1685	>>	0	13	77
1474	4415	chr1	50903319	50903300	-	0.2783	0.1724	>>	0	13	77
1475	1211	chr3	33808865	33808846	-	0.391	0.1581	>>	0	13	77
1476	3805	chr9	15312510	15312491	-	0.1736	0.132	>>	0	13	77
1477	4360	chr1	30830320	30830301	+	0.2073	0.1594	>>	0	13	77
1478	1072	chr2	164776811	164776792	+	0.8833	0.846	>>	0	13	77
1479	7191	chr1	37722483	37722464	-	0.4023	0.505	>>	0	13	77
1480	3403	chr8	13771482	13771463	-	0.46	0.203	>>	0	13	77
1481	1113	chr2	170416226	170416207	-	0.2961	0.2524	>>	0	13	77
1482	1193	chr3	25221118	25221099	-	1.428	0.1511	>>	0	13	77
1483	4037	chr9	63590102	63590083	-	0.0965	0.159	>>	0	13	77
1484	5115	chr1	109867028	109867009	+	0.1611	0.1855	>>	0	13	77
1485	6142	chr1	116936810	116936791	+	0.1833	0.1488	>>	0	13	77
1486	5889	chr1	12560391	12560372	-	0.8022	0.7925	>>	0	13	77
1487	6818	chr1	15790956	15790937	+	0.2402	0.1831	>>	0	13	77
1488	3771	chr8	124371438	124371419	+	0.11206	0.2659	>>	0	13	77
1489	3539	chr8	61882421	61882402	-	1.475	0.5654	>>	0	13	77
1490	4173	chr9	95438782	95438763	-	0.1481	0.2	>>	0	13	77
1491	4767	chr1	43417314	43417295	+	0.2524	0.329	>>	0	13	77
1492	4656	chr1	128043220	128043201	+	0.3914	0.324	>>	0	13	77
1493	2135	chr5	38771214	38771195	+	1.405	2.12	>>	0	13	77
1494	7199	chr1	38299762	38299743	+	0.258	0.206	>>	0	13	77
1495	7428	chr1	21572665	21572646	+	0.4497	0.2261	>>	0	13	77
1496	768	chr2	71867686	71867667	+	0.4424	0.19	>>	0	13	77
1497	1693	chr4	75076699	75076680	+	0.09125	0.2014	>>	0	13	77
1498	1757	chr4	96694790	96694771	-	0.5176	0.344	>>	0	13	77
1499	6193	chr1	11398995	11398976	+	1.041	0.3076	>>	0	13	77
0	1729	chr4	87368268	87368249	+	90.56	65.75	>>	0	14	76
1	5112	chr1	109860827	109860808	-	89.2	47.97	>>	0	14	76
2	1189	chr3	22309188	22309169	+	81.5	60.4	>>	0	14	76
3	4301	chr1	5161770	5161751	-	79.2	55.88	>>	0	14	76
4	6726	chr1	71247702	71247683	+	68.56	43.2	>>	0	14	76
5	6730	chr1	72980067	72980048	-	68.3	56.7	>>	0	14	76
6	2594	chr6	60556001	60555982	+	67.7	40.38	>>	0	14	76
7	2035	chr5	7996919	7996900	-	66.06	59.4	>>	0	14	76
8	5884	chr1	12140114	12140095	-	65.1	51.62	>>	0	14	76
9	5773	chr1	81439574	81439555	+	64.94	46.94	>>	0	14	76
10	4200	chr9	103996726	103996707	-	64.9	51.25	>>	0	14	76
11	6292	chr1	56066340	56066321	+	63.97	42.94	>>	0	14	76
12	4584	chr1	106609250	106609231	+	63.97	42.62	>>	0	14	76
13	376	chr1	144380222	144380203	-	63.4	48.44	>>	0	14	76
14	4313	chr1	8240468	8240449	-	62.34	45.88	>>	0	14	76
15	5367	chr1	77000269	77000250	+	62.22	54.97	>>	0	14	76
16	95	chr1	44745882	44745863	+	62.12	40.25	>>	0	14	76
17	1701	chr4	81178889	81178870	+	62.03	50.0	>>	0	14	76
18	3798	chr9	10909768	10909749	+	61.12	47.94	>>	0	14	76
19	2603	chr6	64650119	64650100	-	60.56	60.88	>>	0	14	76
20	6243	chr1	32766485	32766466	-	60.56	46.62	>>	0	14	76
21	1548	chr4	9135983	9135964	+	60.03	34.12	>>	0	14	76
22	3225	chr7	118305013	118304994	+	59.5	47.62	>>	0	14	76
23	4374	chr1	39520570	39520551	-	58.34	40.5	>>	0	14	76
24	189	chr1	78724658	78724639	+	58.25	47.28	>>	0	14	76
25	1061	chr2	160598038	160598019	+	57.94	55.8	>>	0	14	76
26	7178	chr1	33790258	33790239	-	57.72	56.3	>>	0	14	76
27	5279	chr1	40837750	40837731	+	57.5	46.25	>>	0	14	76
28	3500	chr8	41443763	41443744	+	57.34	56.06	>>	0	14	76
29	6055	chr1	68494314	68494295	-	56.94	24.97	>>	0	14	76
30	28	chr1	11657910	11657891	+	56.8	43.62	>>	0	14	76
31	4928	chr1	77100337	77100318	+	55.88	49.25	>>	0	14	76
32	6686	chr1	41244935	41244916	-	55.72	48.0	>>	0	14	76
33	6097	chr1	87452291	87452272	-	55.72	63.0	>>	0	14	76
34	7126	chr1	16217050	16217031	+	54.9	26.8	>>	0	14	76
35	4804	chr1	53255133	53255114	-	54.8	39.5	>>	0	14	76
36	3788	chr9	7216447	7216428	+	54.56	27.64	>>	0	14	76
37	3479	chr8	35850598	35850579	-	54.5	50.94	>>	0	14	76
38	3657	chr8	102781131	102781112	-	54.44	41.34	>>	0	14	76
39	2163	chr5	49962010	49961991	-	54.16	50.88	>>	0	14	76
40	3121	chr7	90410162	90410143	-	54.06	39.75	>>	0	14	76
41	1561	chr4	15328717	15328698	+	54.03	40.72	>>	0	14	76
42	4722	chr1	31949616	31949597	-	54.0	41.44	>>	0	14	76
43	304	chr1	120586671	120586652	+	53.8	57.06	>>	0	14	76
44	5534	chr1	19698921	19698902	+	53.16	40.8	>>	0	14	76
45	5317	chr1	57825950	57825931	+	53.03	34.38	>>	0	14	76
46	6727	chr1	72215933	72215914	-	52.7	45.56	>>	0	14	76
47	3808	chr9	15685402	15685383	+	52.62	45.03	>>	0	14	76
48	4322	chr1	10321327	10321308	-	52.47	23.97	>>	0	14	76
49	3934	chr9	49494135	49494116	+	52.4	51.5	>>	0	14	76
50	1236	chr3	50906169	50906150	-	52.12	57.06	>>	0	14	76
51	4820	chr1	57467973	57467954	-	52.03	54.47	>>	0	14	76
52	5124	chr1	113165316	113165297	-	51.88	57.94	>>	0	14	76
53	3943	chr9	51152608	51152589	-	51.8	48.22	>>	0	14	76
54	6716	chr1	58299658	58299639	+	51.56	30.08	>>	0	14	76
55	6618	chr1	22564783	22564764	+	51.44	49.16	>>	0	14	76
56	3487	chr8	36523135	36523116	-	51.4	44.44	>>	0	14	76
57	5953	chr1	34810941	34810922	+	51.3	52.97	>>	0	14	76
58	2729	chr6	101261740	101261721	-	51.0	49.47	>>	0	14	76
59	3285	chr7	132213694	132213675	-	50.8	38.62	>>	0	14	76
60	704	chr2	48886271	48886252	-	50.28	44.53	>>	0	14	76
61	5304	chr1	54060974	54060955	-	50.12	27.78	>>	0	14	76
62	8	chr1	5905019	5905000	-	50.06	44.22	>>	0	14	76
63	3831	chr9	26776375	26776356	-	50.0	53.88	>>	0	14	76
64	277	chr1	103799519	103799500	+	49.53	56.44	>>	0	14	76
65	4155	chr9	88222188	88222169	-	49.5	40.1	>>	0	14	76
66	7262	chr1	58481884	58481865	-	49.28	39.28	>>	0	14	76
67	5814	chr1	100112788	100112769	+	49.16	37.22	>>	0	14	76
68	1177	chr3	14679394	14679375	+	49.06	29.97	>>	0	14	76
69	6678	chr1	37109459	37109440	+	48.75	19.0	>>	0	14	76
70	1524	chr3	153655318	153655299	-	48.72	48.28	>>	0	14	76
71	6751	chr1	89765698	89765679	-	48.38	54.0	>>	0	14	76
72	5779	chr1	89543228	89543209	-	48.3	56.84	>>	0	14	76
73	4763	chr1	40149509	40149490	-	48.28	36.34	>>	0	14	76
74	1414	chr3	113080940	113080921	-	48.2	53.4	>>	0	14	76
75	4469	chr1	70963797	70963778	-	47.53	51.97	>>	0	14	76
76	2608	chr6	66533480	66533461	-	47.34	41.22	>>	0	14	76
77	7259	chr1	57976815	57976796	+	47.28	41.3	>>	0	14	76
78	5429	chr1	92303388	92303369	+	47.12	48.12	>>	0	14	76
79	2538	chr6	43686140	43686121	+	47.1	34.0	>>	0	14	76
80	6187	chr1	11038687	11038668	+	47.06	40.16	>>	0	14	76
81	2478	chr6	13281064	13281045	-	47.06	44.4	>>	0	14	76
82	1582	chr4	25180081	25180062	-	46.94	22.34	>>	0	14	76
83	856	chr2	110229883	110229864	+	46.8	37.2	>>	0	14	76
84	881	chr2	118638293	118638274	+	46.34	48.4	>>	0	14	76
85	6050	chr1	67674858	67674839	-	46.2	40.62	>>	0	14	76
86	480	chr1	179477262	179477243	-	45.97	54.9	>>	0	14	76
87	5372	chr1	78056191	78056172	+	45.84	48.03	>>	0	14	76
88	6271	chr1	44836402	44836383	+	45.7	45.75	>>	0	14	76
89	4125	chr9	80293262	80293243	+	45.3	48.66	>>	0	14	76
90	44	chr1	21411405	21411386	+	45.28	35.97	>>	0	14	76
91	3586	chr8	80483379	80483360	-	45.28	32.34	>>	0	14	76
92	6708	chr1	55477026	55477007	-	44.9	60.88	>>	0	14	76
93	4288	chr9	122729759	122729740	-	44.72	40.56	>>	0	14	76
94	583	chr2	17415581	17415562	-	44.56	38.03	>>	0	14	76
95	1554	chr4	13778049	13778030	-	44.5	20.47	>>	0	14	76
96	6721	chr1	64748455	64748436	-	44.47	52.25	>>	0	14	76
97	2586	chr6	57570627	57570608	-	44.28	34.06	>>	0	14	76
98	6578	chr1	13117421	13117402	+	44.28	48.25	>>	0	14	76
99	115	chr1	54381475	54381456	-	44.12	34.1	>>	0	14	76
100	6266	chr1	40166896	40166877	+	44.03	40.53	>>	0	14	76
101	7042	chr1	83271696	83271677	+	44.0	39.2	>>	0	14	76
102	4034	chr9	63136063	63136044	+	43.94	32.22	>>	0	14	76
103	1300	chr3	68056550	68056531	+	43.88	35.0	>>	0	14	76
104	1192	chr3	25220822	25220803	-	43.8	23.62	>>	0	14	76
105	3218	chr7	118102455	118102436	-	43.53	59.94	>>	0	14	76
106	3948	chr9	51335485	51335466	+	43.47	26.75	>>	0	14	76
107	6785	chr1	96671807	96671788	-	43.4	27.66	>>	0	14	76
108	862	chr2	113494904	113494885	+	43.34	43.28	>>	0	14	76
109	121	chr1	55404561	55404542	+	43.25	39.06	>>	0	14	76
110	1318	chr3	80079969	80079950	+	43.0	35.7	>>	0	14	76
111	4704	chr1	25862989	25862970	-	42.66	37.9	>>	0	14	76
112	5833	chr1	109213188	109213169	-	42.6	60.5	>>	0	14	76
113	3534	chr8	58566283	58566264	+	42.56	33.8	>>	0	14	76
114	6728	chr1	72218227	72218208	+	42.38	47.1	>>	0	14	76
115	6116	chr1	102510640	102510621	-	42.34	35.9	>>	0	14	76
116	3357	chr7	143154010	143153991	+	42.16	43.66	>>	0	14	76
117	2857	chr6	143219585	143219566	+	42.1	41.62	>>	0	14	76
118	7057	chr1	86906334	86906315	-	41.97	47.25	>>	0	14	76
119	3540	chr8	62080400	62080381	+	41.97	30.6	>>	0	14	76
120	1266	chr3	57843985	57843966	+	41.94	43.75	>>	0	14	76
121	7080	chr1	3495634	3495615	+	41.62	36.03	>>	0	14	76
122	3253	chr7	125393847	125393828	-	41.56	47.0	>>	0	14	76
123	3111	chr7	86211564	86211545	-	41.56	46.4	>>	0	14	76
124	4016	chr9	60245127	60245108	+	41.38	43.16	>>	0	14	76
125	2828	chr6	131353859	131353840	-	41.3	15.89	>>	0	14	76
126	6491	chr1	98173991	98173972	-	41.25	24.88	>>	0	14	76
127	7070	chr1	88641249	88641230	-	41.12	34.25	>>	0	14	76
128	4147	chr9	87027908	87027889	+	41.1	38.34	>>	0	14	76
129	1684	chr4	70621553	70621534	-	40.97	48.38	>>	0	14	76
130	5281	chr1	41487236	41487217	-	40.88	35.94	>>	0	14	76
131	1887	chr4	127368548	127368529	+	40.8	49.72	>>	0	14	76
132	3524	chr8	50293750	50293731	-	40.75	48.2	>>	0	14	76
133	6644	chr1	27468981	27468962	+	40.75	34.62	>>	0	14	76
134	3240	chr7	121641354	121641335	-	40.7	30.69	>>	0	14	76
135	1198	chr3	29726795	29726776	-	40.7	30.42	>>	0	14	76
136	5933	chr1	29110872	29110853	-	40.66	51.22	>>	0	14	76
137	5866	chr1	116712427	116712408	-	40.62	33.1	>>	0	14	76
138	7134	chr1	19939562	19939543	-	40.47	45.7	>>	0	14	76
139	6417	chr1	80704533	80704514	-	40.28	46.53	>>	0	14	76
140	7237	chr1	50137074	50137055	+	40.28	37.62	>>	0	14	76
141	5523	chr1	15763212	15763193	-	40.25	29.53	>>	0	14	76
142	7524	chr1	50185486	50185467	+	40.22	44.2	>>	0	14	76
143	5357	chr1	74013965	74013946	-	40.22	40.8	>>	0	14	76
144	368	chr1	138835543	138835524	+	40.06	20.81	>>	0	14	76
145	6288	chr1	55550924	55550905	-	40.06	37.12	>>	0	14	76
146	136	chr1	61771439	61771420	-	40.06	23.55	>>	0	14	76
147	5262	chr1	34664961	34664942	+	40.0	19.7	>>	0	14	76
148	6083	chr1	78288101	78288082	-	39.8	38.8	>>	0	14	76
149	552	chr2	4499416	4499397	+	39.78	33.88	>>	0	14	76
150	5569	chr1	30260132	30260113	-	39.75	32.75	>>	0	14	76
151	4064	chr9	68015271	68015252	+	39.2	39.0	>>	0	14	76
152	310	chr1	126993502	126993483	-	39.06	47.2	>>	0	14	76
153	6633	chr1	25349824	25349805	-	39.0	41.2	>>	0	14	76
154	34	chr1	14729249	14729230	-	38.94	39.3	>>	0	14	76
155	6299	chr1	59389427	59389408	+	38.7	46.34	>>	0	14	76
156	2725	chr6	100882590	100882571	+	38.66	49.44	>>	0	14	76
157	1163	chr3	9711121	9711102	+	38.62	35.47	>>	0	14	76
158	2489	chr6	21214019	21214000	-	38.47	24.2	>>	0	14	76
159	6903	chr1	42603617	42603598	-	38.47	42.5	>>	0	14	76
160	1699	chr4	80517548	80517529	-	38.47	41.4	>>	0	14	76
161	4140	chr9	85328584	85328565	-	38.28	30.06	>>	0	14	76
162	6909	chr1	44262001	44261982	+	38.22	44.16	>>	0	14	76
163	4579	chr1	102449665	102449646	+	38.2	48.84	>>	0	14	76
164	6810	chr1	14520745	14520726	-	38.12	30.45	>>	0	14	76
165	5663	chr1	51830925	51830906	+	38.0	56.0	>>	0	14	76
166	5394	chr1	83502436	83502417	-	37.97	34.4	>>	0	14	76
167	2204	chr5	75853265	75853246	-	37.94	27.88	>>	0	14	76
168	5839	chr1	110382742	110382723	+	37.88	61.84	>>	0	14	76
169	2176	chr5	62481159	62481140	-	37.8	35.4	>>	0	14	76
170	3005	chr7	49121503	49121484	-	37.7	29.61	>>	0	14	76
171	6195	chr1	11966575	11966556	-	37.66	34.72	>>	0	14	76
172	1203	chr3	31146135	31146116	+	37.53	44.5	>>	0	14	76
173	687	chr2	37815879	37815860	+	37.47	39.2	>>	0	14	76
174	2079	chr5	33033442	33033423	-	37.44	48.28	>>	0	14	76
175	3790	chr9	7595466	7595447	-	37.4	28.72	>>	0	14	76
176	2045	chr5	21641153	21641134	-	37.3	33.66	>>	0	14	76
177	5970	chr1	48367302	48367283	-	37.12	39.88	>>	0	14	76
178	6814	chr1	14524624	14524605	+	37.1	38.88	>>	0	14	76
179	1715	chr4	84064835	84064816	+	37.06	23.38	>>	0	14	76
180	1674	chr4	63368786	63368767	+	37.06	51.6	>>	0	14	76
181	2273	chr5	102149680	102149661	+	37.03	38.97	>>	0	14	76
182	5257	chr1	32897684	32897665	-	36.88	40.9	>>	0	14	76
183	6762	chr1	91936532	91936513	+	36.72	43.06	>>	0	14	76
184	2524	chr6	37046379	37046360	-	36.72	47.7	>>	0	14	76
185	7264	chr1	59081896	59081877	+	36.7	37.34	>>	0	14	76
186	2739	chr6	103697552	103697533	-	36.3	43.6	>>	0	14	76
187	7133	chr1	19937930	19937911	+	36.3	37.56	>>	0	14	76
188	2687	chr6	93757594	93757575	+	36.28	18.31	>>	0	14	76
189	6803	chr1	9756371	9756352	+	36.28	21.2	>>	0	14	76
190	834	chr2	96585854	96585835	+	36.25	26.84	>>	0	14	76
191	4970	chr1	82915176	82915157	+	36.2	36.34	>>	0	14	76
192	2474	chr6	6005837	6005818	+	36.03	35.2	>>	0	14	76
193	274	chr1	98392238	98392219	-	36.03	38.97	>>	0	14	76
194	3003	chr7	48749384	48749365	+	35.94	38.3	>>	0	14	76
195	5078	chr1	105911812	105911793	-	35.9	37.8	>>	0	14	76
196	4398	chr1	45045486	45045467	-	35.8	35.22	>>	0	14	76
197	551	chr2	4492748	4492729	-	35.75	19.97	>>	0	14	76
198	2483	chr6	18087397	18087378	+	35.75	40.84	>>	0	14	76
199	2233	chr5	90203341	90203322	+	35.7	41.12	>>	0	14	76
200	3305	chr7	136489148	136489129	+	35.62	28.06	>>	0	14	76
201	4239	chr9	109862620	109862601	-	35.6	34.12	>>	0	14	76
202	6300	chr1	59876355	59876336	+	35.3	32.16	>>	0	14	76
203	6076	chr1	76473612	76473593	-	35.25	45.66	>>	0	14	76
204	1456	chr3	128349320	128349301	+	35.03	41.75	>>	0	14	76
205	1232	chr3	45375963	45375944	+	35.03	23.92	>>	0	14	76
206	1470	chr3	133314669	133314650	+	34.97	39.0	>>	0	14	76
207	272	chr1	96801850	96801831	-	34.84	30.55	>>	0	14	76
208	3208	chr7	115216958	115216939	+	34.62	30.45	>>	0	14	76
209	4000	chr9	59282577	59282558	-	34.62	26.88	>>	0	14	76
210	989	chr2	148112135	148112116	-	34.5	31.5	>>	0	14	76
211	7239	chr1	52457916	52457897	-	34.47	28.2	>>	0	14	76
212	2585	chr6	56691454	56691435	-	34.34	42.2	>>	0	14	76
213	5536	chr1	20292580	20292561	-	34.3	38.5	>>	0	14	76
214	5705	chr1	57260119	57260100	-	34.25	52.66	>>	0	14	76
215	5858	chr1	113877615	113877596	+	34.25	36.75	>>	0	14	76
216	5869	chr1	116715029	116715010	-	34.1	31.72	>>	0	14	76
217	1714	chr4	83596692	83596673	-	34.1	52.75	>>	0	14	76
218	3545	chr8	64941619	64941600	-	34.06	33.75	>>	0	14	76
219	1239	chr3	51701488	51701469	+	34.03	22.56	>>	0	14	76
220	6149	chr1	120061322	120061303	-	33.84	29.2	>>	0	14	76
221	3062	chr7	75910166	75910147	+	33.8	57.6	>>	0	14	76
222	1765	chr4	98702698	98702679	-	33.78	31.62	>>	0	14	76
223	1502	chr3	146185137	146185118	+	33.62	52.6	>>	0	14	76
224	2004	chr4	151157152	151157133	+	33.53	59.38	>>	0	14	76
225	2144	chr5	43391861	43391842	-	33.5	21.5	>>	0	14	76
226	5001	chr1	93856511	93856492	-	33.47	26.19	>>	0	14	76
227	6007	chr1	59605843	59605824	+	33.47	40.3	>>	0	14	76
228	6096	chr1	84438580	84438561	+	33.44	23.31	>>	0	14	76
229	5291	chr1	50943824	50943805	-	33.28	38.56	>>	0	14	76
230	3103	chr7	83550335	83550316	-	33.2	30.12	>>	0	14	76
231	2770	chr6	117167008	117166989	+	33.03	30.3	>>	0	14	76
232	1552	chr4	12538791	12538772	+	33.0	21.84	>>	0	14	76
233	7231	chr1	47353079	47353060	+	32.84	24.58	>>	0	14	76
234	2039	chr5	12541496	12541477	-	32.72	22.56	>>	0	14	76
235	736	chr2	60721127	60721108	+	32.72	22.53	>>	0	14	76
236	4950	chr1	78838251	78838232	+	32.72	51.5	>>	0	14	76
237	3572	chr8	73356225	73356206	+	32.62	23.39	>>	0	14	76
238	5195	chr1	10598567	10598548	+	32.5	41.56	>>	0	14	76
239	7423	chr1	20345158	20345139	-	32.25	47.94	>>	0	14	76
240	6972	chr1	58909486	58909467	-	32.16	39.4	>>	0	14	76
241	4462	chr1	69655037	69655018	-	32.12	36.56	>>	0	14	76
242	1542	chr4	3967733	3967714	-	32.12	41.75	>>	0	14	76
243	6607	chr1	21192795	21192776	-	32.06	38.78	>>	0	14	76
244	4686	chr1	12291593	12291574	-	32.0	15.54	>>	0	14	76
245	5144	chr1	117385082	117385063	+	31.83	36.6	>>	0	14	76
246	5254	chr1	32292095	32292076	+	31.73	20.83	>>	0	14	76
247	1676	chr4	64833096	64833077	+	31.69	34.34	>>	0	14	76
248	5650	chr1	47301245	47301226	+	31.67	43.9	>>	0	14	76
249	234	chr1	89631957	89631938	-	31.56	45.38	>>	0	14	76
250	4074	chr9	69296601	69296582	-	31.53	38.66	>>	0	14	76
251	1248	chr3	53735364	53735345	+	31.28	24.5	>>	0	14	76
252	4400	chr1	45373471	45373452	-	31.2	37.7	>>	0	14	76
253	3637	chr8	91797725	91797706	+	31.19	30.23	>>	0	14	76
254	1733	chr4	88035662	88035643	+	31.06	19.66	>>	0	14	76
